Destination;Lat1;Lon1
P1111;-23,45454545;-46,30621902
P1112;-23,45454545;-46,30231544
P1113;-23,45454545;-46,29841186
P1114;-23,45454545;-46,29450828
P1115;-23,45454545;-46,2906047
P1116;-23,45454545;-46,28670112
P1117;-23,45454545;-46,28279754
P1118;-23,45454545;-46,27889395
P1119;-23,45454545;-46,27499037
P1120;-23,45454545;-46,27108679
P1121;-23,45454545;-46,353062
P1122;-23,45454545;-46,26718321
P1123;-23,45844903;-46,34525484
P1124;-23,45844903;-46,34135126
P1125;-23,45844903;-46,33744768
P1126;-23,45844903;-46,3335441
P1127;-23,45844903;-46,32964051
P1128;-23,45844903;-46,32573693
P1129;-23,45844903;-46,32183335
P1130;-23,45844903;-46,31792977
P1131;-23,45844903;-46,31402619
P1132;-23,45844903;-46,31012261
P1133;-23,45844903;-46,30621902
P1134;-23,45844903;-46,30231544
P1135;-23,45844903;-46,29841186
P1136;-23,45844903;-46,29450828
P1137;-23,45844903;-46,2906047
P1138;-23,45844903;-46,28670112
P1139;-23,45844903;-46,28279754
P1140;-23,45844903;-46,27889395
P1141;-23,45844903;-46,27499037
P1142;-23,46235261;-46,33744768
P1143;-23,46235261;-46,3335441
P1144;-23,46235261;-46,32964051
P1145;-23,46235261;-46,32573693
P1146;-23,46235261;-46,32183335
P1147;-23,46235261;-46,31792977
P1148;-23,46235261;-46,31402619
P1149;-23,46235261;-46,31012261
P1150;-23,46235261;-46,30621902
P1151;-23,46235261;-46,30231544
P1152;-23,46235261;-46,29841186
P1153;-23,46235261;-46,29450828
P1154;-23,46235261;-46,2906047
P1155;-23,46235261;-46,28670112
P1156;-23,46235261;-46,28279754
P1157;-23,46625619;-46,32573693
P1158;-23,46625619;-46,32183335
P1159;-23,46625619;-46,31792977
P1160;-23,46625619;-46,31402619
P1161;-23,46625619;-46,31012261
P1162;-23,46625619;-46,30621902
P1163;-23,46625619;-46,30231544
P1164;-23,46625619;-46,29841186
P1165;-23,46625619;-46,29450828
